,File1,File2,Correlation
543,HSCL,MAGMA,0.14344551864963231
544,HSCL,MUNJALAU,0.30750178807206174
545,HSCL,HNDFDS,0.0342698276047485
546,HSCL,NETF,0.031207877802088453
547,HSCL,ORIENTCEM,0.2754034324914066
548,HSCL,APCOTEXIND,0.27872251938498166
549,HSCL,LGBFORGE,-0.049126397614016354
550,HSCL,ONWARDTEC,0.10148934237325642
551,HSCL,ORISSAMINE,0.018554908810258865
552,HSCL,NATNLSTEEL,-0.059114796608123764
553,HSCL,VISAKAIND,0.2855867335817488
554,HSCL,LYPSAGEMS,0.01980477140743382
555,HSCL,HMVL,0.27975591409222816
556,HSCL,LINCOLN,0.2613918310984021
557,HSCL,MMP,0.24268188486679176
558,HSCL,GESHIP,0.24107411635111095
559,HSCL,NAGREEKCAP,-0.07579424469180089
560,HSCL,TATAGLOBAL,0.2041795401865094
561,HSCL,HUDCO,0.32203922242370886
562,HSCL,DYNAMATECH,0.11525243561815392
563,HSCL,EXCELINDUS,0.25773707194298545
564,HSCL,ARIES,0.279574342857326
565,HSCL,WELSPUNIND,0.25068836361099656
